2280,8458
13282,11916
11920,4248
12387,11027
14249,2549
8196,8926
11783,5557
10076,5069
2330,3026
13593,690
3392,7228
1037,6487
275,4914
11412,7983
11903,5968
11700,6859
14340,1461
5888,9754
12962,730
12164,2799
12181,10296
10974,1749
5217,8547
10184,1362
13379,11056
12986,11622
2710,8096
10988,592
13900,5542
13149,7289
13558,3665
14448,9185
13931,13022
12189,9856
14412,11693
10874,4253
13149,7284
5051,6300
13110,8800
184,8670
13230,7890
12165,569
4327,9242
10833,1592
9319,9902
12268,10005
11495,4998
12715,11549
12593,9794
11261,3583
14906,9866
3497,6204
12596,2966
3294,7113
14560,4457
14171,13914
13598,9246
11396,10181
12575,10560
4207,5841
7137,8446
11539,2368
12873,3007
14042,8670
866,1050
14165,10904
4996,7972
11066,4285
14518,7989
14134,7578
14249,2584
12715,11562
13054,888
10833,1534
13471,10763
11760,1268
11920,4201
12393,12064
10953,9730
10974,1799
13560,4822
13662,8528
13996,2112
8620,8792
12222,4386
10108,6707
6839,7022
11774,368
14947,11481
10896,6888
13966,6339
14992,2917
1471,9111
14190,1392
14823,1141
13305,5330
13736,10172
4800,5140
1481,5235
14171,1171
528,1629
14459,4784
13108,4118
14967,10151
14771,8748
12749,4382
13959,8526
13623,2534
13959,8525
12800,6965
11575,1099
12659,730
2132,4573
14412,11645
14337,7870
13535,3310
10817,1342
10524,502
11294,2633
13687,2047
11342,118
14770,7496
14503,14204
12716,2495
13463,2211
11600,5508
14511,3682
2132,4565
3839,4914
10686,5683
12957,8627
4577,4684
2800,9352
1083,2093
583,2159
5907,8202
10933,5590
2641,6944
2899,7473
5990,8325
6980,7075
6633,8923
1565,4194
4902,6867
11412,7997
13001,2394
12045,9142
14407,7005
10603,2776
13233,3480
10268,1856
6464,7572
3634,7807
11504,7388
11604,3092
13688,120
12078,4596
4829,5927
12375,8019
10068,8565
12600,12143
14922,7227
11108,4481
2044,4305
12823,11644
1671,2127
14004,6652
13846,4659
472,4253
11023,8928
12178,1616
12633,11727
11855,2742
10451,478
14194,11797
10532,8757
1933,7569
4934,6532
237,6861
14020,12699
13765,2181
1105,5587
13461,11108
10535,3926
13817,7307
12591,11782
10268,1858
11851,3746
13251,10546
11652,3028
10493,9679
14706,4694
12815,7440
12011,6812
3292,9718
6495,7702
14454,2976
4934,6546
12432,9228
11650,6249
10735,84
5691,5800
3012,7586
3952,7268
12571,8988
13411,2208
10635,9599
14858,3511
4298,4983
1169,3259
10116,9727
14146,2121
12495,7018
12495,7015
12876,5506
528,1647
3580,6639
11531,2680
13984,1414
10116,9721
10737,5527
10493,9650
11766,7607
20,8725
3811,7324
10481,9683
3178,9098
13196,8604
11654,8759
1860,9278
10914,7871
12039,5875
13580,7595
13817,7327
18,7817
10950,6641
11070,9258
11197,8267
12044,4394
13315,5021
11588,11561
14657,2215
10715,6479
11436,7191
11851,3709
14992,2990
10019,6696
4990,7808
1596,2441
10735,68
12480,3294
4769,8507
340,7878
14900,3257
10950,6658
13301,10753
14352,5030
12129,746
12139,4626
12878,4867
14906,9896
12110,10469
2067,5489
14922,7279
5888,9709
12783,4878
11457,5150
14481,5503
12737,3486
12526,7361
11809,95
211,5030
2199,9691
1180,8155
13725,5344
13168,12802
93,5370
10705,3862
10995,2875
14193,6605
10297,1238
306,8466
14845,13824
14712,14438
11571,10816
5868,7631
10599,1975
14358,7609
12960,11442
11294,11203
13315,5031
10532,8779
12633,11704
5442,6878
760,2473
13816,2348
9078,9225
4530,7580
10990,8888
14396,6177
10719,8291
10950,6682
13975,4594
12986,11644
14785,8077
9741,9909
10735,59
12514,9672
14712,14425
11377,4318
5137,7119
14986,9523
14964,12797
11803,8999
10099,233
11676,11483
6078,7337
12399,4254
4289,9189
3757,4314
12819,1318
13352,5188
13076,9846
13980,13329
11175,7537
14071,6445
10573,3035
13638,5403
4412,8011
11419,9294
14496,3115
14312,2800
5347,9119
14594,9802
10535,3993
10698,5611
6202,8961
2033,4133
12547,8558
11172,4452
13582,8148
7564,8689
11899,10968
13535,3293
11737,2495
14845,13855
10099,259
11604,3045
11851,3683
14785,8157
13445,12113
11110,5767
12030,5360
12473,2619
10890,2863
14911,8400
14840,12992
12538,4717
2869,7098
13878,1969
12997,8309
10748,3913
10914,7915
11249,844
12832,10019
10990,8968
