2280,8458
7558,9330
8196,8926
2330,3026
2571,13354
3392,7228
275,4914
1037,6487
2063,7942
8445,9742
6531,7294
1601,4341
5888,9754
3581,4624
1227,8702
5217,8547
5025,12493
2710,8096
3563,13399
3620,13011
2567,11264
4231,6106
5051,6300
184,8670
6287,9975
4327,9242
7648,12285
8026,13703
9319,9902
9251,11127
3804,11130
5510,12231
2294,4107
7371,9279
9736,11199
2655,10433
3497,6204
3294,7113
3609,10473
7287,13180
3332,9523
1179,7368
4207,5841
4540,11338
7137,8446
9506,11519
3021,6697
866,1050
4996,7972
109,5656
8228,12797
1477,4998
693,1860
1971,11754
7249,9303
9639,13538
443,11276
300,11725
1523,7770
961,9359
8620,8792
6839,7022
1349,9099
343,12085
1471,9111
4398,11574
1145,1198
4800,5140
1611,12787
9178,13490
1481,5235
528,1629
1549,1998
5314,7945
9853,11932
919,11112
2880,4690
1887,5800
7345,12185
2132,4573
8145,13774
2717,10703
1615,2325
2389,10318
1637,11780
92,5983
3349,10024
7466,13812
3839,4914
2132,4565
2800,9352
4577,4684
583,2159
1083,2093
5907,8202
6245,6816
2899,7473
2641,6944
351,413
5990,8325
2655,10486
6980,7075
1565,4194
6633,8923
4902,6867
8670,9126
2305,11088
6448,13414
6464,7572
3634,7807
6400,8939
5280,5407
4829,5927
3955,10712
5138,13774
8998,12377
177,10653
2984,3437
8911,11850
1255,11967
2961,8890
4138,12195
2044,4305
1671,2127
472,4253
1340,9675
4889,5365
6400,8947
911,4117
7855,13602
4683,8639
7537,12237
2769,12886
1933,7569
237,6861
4934,6532
4106,12948
1105,5587
7960,11646
1637,11761
9300,12827
2990,3139
8262,11158
9846,12444
4699,11746
3344,3745
3292,9718
3037,4029
6495,7702
3,12578
2760,5154
1834,6743
4934,6546
6241,13843
857,11796
4067,10974
3553,4845
5691,5800
3952,7268
3012,7586
3779,12390
2525,13670
8630,11572
5177,9234
4298,4983
1169,3259
7662,13096
363,3537
243,4964
3580,6639
528,1647
9771,10248
9824,10340
8926,10565
3775,7912
3128,6019
3419,9990
750,5093
1230,8951
3811,7324
20,8725
8873,12175
3178,9098
6705,7027
1860,9278
8503,10934
18,7817
577,9294
2769,12856
309,6403
5735,8692
9892,11492
4990,7808
9477,9648
3424,4154
1596,2441
9640,12169
1713,13528
340,7878
4769,8507
4849,11268
881,5700
5500,9184
1039,1647
4765,8611
5644,12902
5617,7328
5591,8230
1439,6374
2067,5489
1441,13714
5888,9709
6145,13313
7517,9443
211,5030
8338,12642
3574,6801
2897,3238
2199,9691
6108,10180
6705,7086
6175,11206
1180,8155
93,5370
7941,13389
5885,7868
306,8466
3393,6734
5797,12933
5868,7631
6276,12360
5442,6878
760,2473
7804,9919
1226,10613
9078,9225
4530,7580
7368,10124
8250,13263
92,5908
9741,9909
4468,12727
3393,6750
5137,7119
3675,3849
5112,8165
6078,7337
7488,12896
4289,9189
3757,4314
4412,8011
8249,11538
6173,13081
5451,11860
5347,9119
6202,8961
8670,12305
1433,7425
4739,11146
2033,4133
7272,7595
4619,10298
2358,11792
1951,4970
7564,8689
1813,13509
8927,12556
239,6427
6902,12267
597,2818
3548,10511
2869,7098
1039,1544
3794,9351
5800,13086
2653,6419
9910,11370
4577,10632
2444,13678
2608,13551
6024,6239
8351,10889
5079,5817
7594,13706
4171,5152
7800,10496
82,11184
5045,5337
124,13481
6132,12553
7662,13007
426,5253
3431,6851
445,5320
3569,8725
314,5848
985,7088
6581,8112
2150,3000
3798,3846
1265,8823
2373,9061
9910,11386
6270,12740
43,13762
2322,12578
4704,6463
2324,2492
177,10716
4214,5795
46,3802
2083,12151
5054,9303
3963,4386
2405,7592
630,10289
7759,12585
2462,7064
3777,13070
5674,9340
6583,11776
2012,7116
4530,11329
5755,12192
9545,13386
6420,7974
4445,12531
4834,13660
5840,7831
3690,10148
2895,12129
8655,9170
2266,8083
9959,10831
5191,10959
4798,12124
5087,9990
2199,9605
38,6202
843,9664
6742,7862
9496,11863
2462,7040
630,10267
1896,4164
729,8680
32,9898
1124,6092
4428,7442
4097,11314
4553,8337
1730,3229
8351,10837
4069,6134
2378,3480
8620,8884
4456,12929
3975,9561
3947,6175
4997,8254
3275,4402
9175,10181
7272,7508
6723,13032
2447,3543
4751,6874
3506,13729
2670,10356
180,4731
277,1188
9265,13212
5136,9303
1331,5997
8778,12111
2367,6001
6671,8090
3852,8686
9545,13360
9402,10822
3666,8528
815,2907
7781,13804
7261,7540
1631,12305
2922,3568
6409,8441
5249,13421
3275,4412
7272,7517
7055,7106
8679,9118
5069,10814
3876,5337
9030,9495
9887,12170
1401,11431
3804,11071
3552,13986
5162,12158
5256,8066
2030,13085
2653,6461
2021,12332
2618,8719
2922,3538
5905,10986
7981,11184
2734,12147
4613,10150
7,12359
3079,12587
839,7091
9658,11966
9853,11982
2771,3531
4513,4647
655,11821
1020,5852
6665,8165
1829,2243
1719,10217
3865,5338
9327,11403
4456,12938
3332,9486
4720,9883
2650,5212
4720,9886
8221,9751
3846,8510
4650,11329
2653,13380
3151,5759
48,2058
1485,13003
5654,6633
9175,10194
5813,12246
6759,8225
2426,8774
5049,9619
8721,11815
3806,7017
829,7150
1321,6757
3506,13754
5527,9011
1289,10296
829,7154
6377,11318
1,7416
1601,4431
3449,11461
3436,9148
1905,5148
3419,13738
3229,13707
8219,12197
4662,9266
106,6047
1741,4728
7772,12584
3343,5118
1872,7448
951,1249
7480,8178
8674,12484
1441,5934
2515,6874
87,7985
744,7350
8150,12433
7525,7773
5528,8890
6098,11782
2687,9372
506,9683
597,2863
5012,10795
6645,12451
1011,13411
1199,13353
3250,7372
6839,7095
4808,6291
9978,13527
389,5592
6677,10589
1694,6970
4846,7961
1117,13778
745,991
6575,9059
7884,12234
9320,12928
4310,10182
9586,13695
3666,8504
6531,7274
355,11862
7911,8506
294,2383
9066,9272
1742,11950
7972,10562
5585,12225
5299,7629
6575,9049
1178,7127
5939,8782
296,10104
6718,11539
368,13157
2259,7065
8268,12834
5720,11816
218,12898
7884,12037
4260,4653
4892,6161
184,8564
1584,11365
490,10501
2219,2617
6527,10787
524,13821
3877,13151
5069,10994
7383,10151
5761,10086
6352,12497
9463,12933
7435,12592
4262,12642
1734,3019
1076,8119
9895,13188
8142,10291
5748,7674
1109,6785
2567,11365
6788,10988
1401,11272
5991,13323
5840,11979
1053,10166
389,10798
6245,6703
3171,8103
1755,9389
5976,11832
1888,8146
9368,9622
777,11310
4480,12073
2800,9489
3616,5919
3256,7758
7807,9513
939,5208
7648,12361
889,12855
6896,12741
723,2963
1539,1699
1702,2886
5271,5528
351,528
528,1713
1579,2335
5049,9537
2889,8994
3984,7950
7863,9766
1908,8407
3564,10142
1183,8208
2858,3598
3975,9376
6758,12968
9610,12318
453,933
1905,5202
5333,7919
1655,11947
690,7636
9310,10417
3673,13284
4449,9934
4664,10646
6382,10036
8549,11431
2828,13405
109,5781
3348,13184
2381,4837
8081,11020
2568,6802
3581,4786
2599,9791
1441,13671
6073,10750
849,3050
4962,12154
2686,7897
4207,5944
2659,2700
5159,13382
3170,3388
1725,11120
1646,3809
2800,9449
2219,2661
2800,9446
4094,13006
86,9797
3554,4049
3382,5336
7575,8305
4764,11014
53,11343
2657,8775
1109,6705
6659,11997
1038,1932
8444,9340
7253,9359
5952,9289
6199,9932
752,6724
466,11599
2372,6626
2787,10410
4065,4413
837,6443
1924,5314
4746,6677
7253,9354
2424,8702
8760,9810
128,4777
540,12883
842,8692
1003,9179
4376,9975
1039,1713
7564,8609
3648,5022
3241,5234
3355,4846
20,8616
4283,5302
720,7331
1230,13166
3259,8241
5058,7156
7341,7960
4918,11383
3973,12056
627,3675
3568,3799
6677,7281
6022,6963
6758,8592
3342,11945
5081,5165
1701,8692
5447,11449
1456,8553
86,9758
6134,8293
5754,12833
577,9159
1086,5315
6946,9527
2695,12659
6781,13051
18,7726
2787,10443
3657,13322
7734,7826
1871,6488
1629,9148
7727,12044
2006,4259
616,9803
2259,7014
3589,9009
2593,4551
1376,7615
3488,12686
7247,7281
7341,7941
7766,10832
157,10606
6705,7181
567,3986
2686,13323
5367,8513
922,3757
1291,1695
897,7597
5311,5861
387,12840
2873,13804
4841,5520
3432,4593
4090,13074
5666,5832
1973,3908
3259,8202
2769,12964
4022,8871
8297,10818
787,7077
5735,8557
7235,8408
9066,12881
7470,9299
3915,7052
1628,6327
2845,5866
1863,12373
2760,5321
423,3450
8103,9879
2561,3948
7819,10455
7819,10454
2424,8775
9976,10923
2250,7192
1460,7948
2694,4835
1057,2063
4959,13704
812,8770
157,10624
6252,13566
2541,4623
835,1979
2777,4938
824,13620
870,7238
5937,8937
1271,7205
3312,6826
1874,12387
432,6343
5978,6954
7289,10339
6004,11960
518,4738
4767,8975
2100,4863
3394,4298
6543,9941
4686,12182
7999,13829
2198,9707
930,7136
190,10973
4289,9294
7289,10349
3260,13416
5868,7724
1376,7572
7218,11506
4477,13668
4798,12249
6529,9060
6946,9478
3568,3811
4115,9970
6838,11533
5144,12231
2132,13929
5028,13914
2956,12460
3105,8430
9206,9888
5644,12881
5300,10902
4870,10179
9677,11629
6517,11431
2608,13646
614,7607
273,6812
5674,9201
8721,11731
3972,6208
231,5285
4178,8501
9702,10836
8093,10207
3751,13447
423,3425
404,4515
9802,11029
38,6310
465,13027
614,7637
6678,8672
704,1194
1283,11343
3571,9183
3639,13258
2650,5304
1992,2682
2037,5558
4067,10822
1906,11958
4769,8344
621,5241
4987,11063
1325,7275
9491,9835
4729,11287
2027,10614
3751,4977
3124,7433
1280,8122
1490,8444
1275,2812
9458,12249
9617,10756
4704,6355
5207,10303
6263,9915
3448,5002
5654,6520
8657,9500
4299,7537
7781,13919
7303,11566
4755,11042
5138,7125
7735,13484
8670,9288
6324,13705
407,6756
2169,5913
8244,13392
208,12096
8973,12339
2800,9434
6099,13135
9110,9902
2389,9458
3617,4151
8571,9597
8655,9076
2508,5135
8549,11378
8035,8053
722,7952
611,2440
8670,9293
4449,9952
2751,8579
1908,8316
2599,9763
1407,8641
5437,6645
8189,9565
3994,12297
967,5911
4428,7518
6171,8551
378,11592
6127,13250
5351,7823
8578,10682
5207,10347
2518,8871
9206,9879
6034,11881
9611,12963
7261,7664
2336,9383
2309,3867
82,11243
9830,12282
8035,8078
525,10508
9384,9775
2633,9932
1612,2728
866,12636
2789,12936
2670,10254
518,4788
611,2499
6665,8000
4693,13933
8189,9547
3605,12917
6581,8097
6737,12882
2628,4364
9113,11078
2046,8902
9110,9940
4968,9258
1419,11942
3250,7480
1004,7936
4622,5214
329,8735
1401,11378
322,4582
1269,9047
4463,6529
2666,3234
9113,11068
8418,12442
1712,11542
7887,12683
9146,11035
3582,11337
1601,4312
5513,5933
1030,7156
3972,6277
65,10292
239,6350
6306,7918
5037,11249
8674,12366
2599,9715
3113,6321
9028,11105
7202,8408
1548,10087
7629,7991
4808,6142
3081,8322
9100,11793
3031,13288
290,12946
2789,5838
4855,7823
1096,1844
183,9718
1545,4792
3504,6115
4142,10377
7109,8244
4869,13490
549,7772
1981,7447
316,4347
6997,13722
246,7870
2416,10423
2941,3841
2581,8008
847,13419
4109,12963
9030,9212
7103,12394
1960,6942
5500,9340
3209,7180
9445,10330
8578,10929
3033,11674
3620,13297
4119,5895
4885,7143
5858,7733
3449,11181
3042,6281
7966,9298
3666,10986
2991,6108
7727,12107
1668,2390
3715,4008
7054,12965
743,2251
243,4773
1116,8244
1905,5305
8187,10718
3275,4151
8196,8743
177,9031
811,9082
3065,5244
177,9033
1165,8798
9445,10351
6099,13343
2178,12082
2613,5109
5058,7210
4140,13376
2319,12590
2309,3815
6639,9015
294,2651
9507,9766
9614,12403
1905,5314
6857,12478
5244,7156
8556,12280
8745,10926
1713,6117
2105,4632
6382,10106
3373,12509
9328,11637
2296,2924
2794,9110
497,11797
2219,2503
2219,2501
1833,5806
4808,6506
4808,6503
4840,8714
75,6818
1908,8703
4808,6511
3601,7778
6677,7566
1059,9785
3305,4206
5703,11228
8381,13240
6622,9806
2773,4664
6510,8935
3391,12346
9615,9922
9328,11652
3404,9938
372,12216
93,10419
8081,11329
3589,9184
1863,12705
3587,12249
3770,7104
6579,7266
4352,13822
3601,7765
8022,11732
1549,12127
961,9174
4778,5964
5571,5632
608,3312
2922,3811
3512,4040
4340,6175
1330,7240
6798,11700
7368,10326
6182,12051
2629,8165
6188,8179
5846,7890
8998,12522
2237,3842
1626,9475
8173,12519
652,6926
4388,5478
5674,9500
2991,11623
6529,9475
6529,9473
4522,9306
1924,5467
1836,6013
511,3684
992,1057
5882,12748
3944,4566
3785,5597
1243,10715
4262,12509
7517,9688
6936,11062
1822,2412
6529,9481
3673,13563
1145,1356
7674,10643
7910,7945
2280,8267
4589,8042
3251,5553
2157,6959
6433,11607
3596,8161
1830,11192
1066,3532
1145,1329
6380,12495
6010,13069
3462,10358
5207,10723
6622,9871
4590,6709
3122,9149
934,1622
1958,3099
2484,11846
9124,11098
2296,9818
8861,10539
2873,13919
1135,6708
4366,10201
7727,12165
1486,10819
301,9395
7165,9712
5977,8308
4684,12797
1632,12937
5207,5790
995,3686
6718,11839
1561,12142
4042,11040
5738,11952
1438,4185
5535,6785
6417,11653
2225,13952
3521,6822
2398,7116
2219,2597
8342,13307
3217,12346
1589,4005
3553,4617
7206,12983
842,8584
4689,13258
2503,12145
7245,9241
3077,5119
2234,2777
5934,6339
515,2380
5112,8352
2416,10446
842,8559
927,7605
1887,5691
9458,12423
8707,12546
4832,12408
169,1962
6076,8509
183,9799
5179,13942
9827,12156
842,8569
3413,10415
5239,6402
4590,6752
720,7435
1097,2357
7197,11228
8829,11409
4921,7245
7023,9688
2503,12168
1111,12047
5058,7251
1713,13231
5965,7549
9704,12849
58,3454
8670,12587
5535,6698
3691,7665
511,3615
3830,10878
2405,7341
2278,12267
5811,11945
4205,8778
1218,1798
6773,8882
2496,10235
7126,13133
1628,6424
1930,4207
4662,9422
7297,10167
7987,13159
3385,3736
647,7975
4704,6238
6531,7410
7253,9666
45,13409
3506,13533
9949,12180
9059,13941
519,6396
8408,13723
2050,11332
2686,13606
8766,13378
4428,7661
1352,4211
1824,6957
7884,12403
2938,13911
906,5627
3663,5388
760,2749
