1	261
2	97
3	16
4	219
5	236
6	154
7	7
8	400
9	234
10	334
11	248
12	41
13	310
14	220
15	137
16	282
17	362
18	166
19	304
20	261
21	62
22	108
23	398
24	50
25	160
26	458
27	395
28	42
29	355
30	105
31	465
32	397
33	425
34	256
35	432
36	79
37	60
38	105
39	55
40	314
41	359
42	65
43	50
44	124
45	55
46	34
47	280
48	342
49	122
50	295
51	161
52	385
53	403
54	224
55	45
56	231
57	174
58	118
59	241
60	260
61	304
62	220
63	105
64	193
65	113
66	332
67	161
68	73
69	42
70	58
71	367
72	395
73	131
74	76
75	469
76	96
77	137
78	367
79	252
80	185
81	433
82	99
83	294
84	410
85	232
86	381
87	396
88	380
89	344
90	74
91	93
92	204
93	425
94	453
95	54
96	55
97	55
98	272
99	36
100	160
101	458
102	391
103	119
104	371
105	148
106	458
107	122
108	446
109	211
110	203
111	102
112	412
113	291
114	355
115	320
116	295
117	236
118	76
119	369
120	92
121	65
122	354
123	149
124	298
125	102
126	369
127	419
128	173
129	265
130	50
131	128
132	247
133	324
134	170
135	134
136	311
137	211
138	45
139	339
140	167
141	26
142	468
143	448
144	415
145	128
146	277
147	117
148	24
149	229
150	275
151	58
152	29
153	321
154	362
155	112
156	445
157	306
158	85
159	252
160	337
161	267
162	219
163	88
164	210
165	282
166	458
167	316
168	297
169	266
170	458
171	105
172	33
173	157
174	268
175	196
176	26
177	117
178	266
179	277
180	55
181	263
182	182
183	225
184	150
185	225
186	84
187	264
188	108
189	333
190	382
191	59
192	460
193	3
194	467
195	324
196	178
197	460
198	315
199	137
200	126
201	272
202	125
203	431
204	415
205	181
206	280
207	323
208	90
209	16
210	148
211	134
212	44
213	208
214	177
215	344
216	440
217	3
218	135
219	212
220	416
221	129
222	442
223	282
224	61
225	74
226	193
227	278
228	233
229	105
230	2
231	399
232	321
233	386
234	465
235	405
236	176
237	266
238	314
239	325
240	56
241	258
242	164
243	54
244	240
245	168
246	189
247	211
248	271
249	168
250	66
251	189
252	204
253	16
254	458
255	148
256	161
257	294
258	97
259	185
260	363
261	456
262	82
263	160
264	354
265	388
266	184
267	256
268	220
269	357
270	294
271	408
272	417
273	76
274	339
275	347
276	455
277	88
278	387
279	270
280	110
281	2
282	252
283	179
284	352
285	294
286	213
287	204
288	188
289	467
290	367
291	176
292	295
293	334
294	378
295	430
296	421
297	86
298	181
299	253
300	390
301	4
302	3
303	440
304	339
305	62
306	222
307	401
308	357
309	189
310	440
311	288
312	133
313	371
314	136
315	282
316	275
317	240
318	39
319	233
320	455
321	60
322	100
323	129
324	398
325	187
326	203
327	262
328	177
329	136
330	161
331	108
332	148
333	154
334	59
335	350
336	236
337	341
338	252
339	191
340	24
341	426
342	298
343	261
344	112
345	195
346	210
347	134
348	232
349	270
350	33
351	400
352	375
353	469
354	388
355	202
356	219
357	1
358	36
359	56
360	125
361	365
362	165
363	175
364	9
365	38
366	333
367	160
368	89
369	111
370	111
371	431
372	154
373	126
374	291
375	440
376	210
377	200
378	227
379	85
380	253
381	148
382	147
383	458
384	215
385	1
386	448
387	206
388	146
389	222
390	286
391	288
392	454
393	371
394	332
395	3
396	316
397	127
398	84
399	326
400	178
401	193
402	196
403	338
404	222
405	101
406	415
407	431
408	456
409	443
410	465
411	276
412	415
413	400
414	112
415	119
416	269
417	290
418	194
419	96
420	184
421	325
422	409
423	367
424	76
425	385
426	110
427	186
428	359
429	371
430	121
431	14
432	165
433	384
434	44
435	288
436	60
437	295
438	248
439	170
440	29
441	109
442	364
443	229
444	381
445	424
446	244
447	177
448	292
449	468
450	216
451	170
452	294
453	212
454	62
455	413
456	361
457	54
458	116
459	163
460	376
461	160
462	76
463	144
464	276
465	432
466	106
467	341
468	155
469	25
470	6
471	24
472	105
473	287
474	380
475	274
476	311
477	375
478	301
479	73
480	304
481	96
482	12
483	126
484	365
485	59
486	79
487	15
488	164
489	59
490	404
491	301
492	215
493	90
494	288
495	65
496	227
497	253
498	121
499	341
500	424
501	4
502	268
503	295
504	189
505	32
506	204
507	325
508	210
509	38
510	118
511	82
512	275
513	323
514	232
515	334
516	457
517	247
518	105
519	371
520	331
521	48
522	31
523	230
524	431
525	153
526	153
527	82
528	321
529	469
530	198
531	378
532	439
533	356
534	242
535	163
536	94
537	398
538	290
539	281
540	111
541	228
542	294
543	150
544	12
545	362
546	259
547	210
548	442
549	352
550	111
551	277
552	35
553	178
554	339
555	446
556	408
557	456
558	133
559	18
560	169
561	213
562	404
563	440
564	76
565	49
566	442
567	220
568	162
569	161
570	434
571	128
572	460
573	7
574	288
575	339
576	117
577	119
578	64
579	95
580	210
581	469
582	231
583	244
584	149
585	376
586	369
587	277
588	462
589	358
590	347
591	370
592	265
593	47
594	56
595	341
596	277
597	363
598	189
599	265
600	444
601	223
602	86
603	43
604	261
605	296
606	341
607	320
608	363
609	134
610	250
611	160
612	208
613	216
614	373
615	84
616	267
617	397
618	291
619	283
620	318
621	137
622	11
623	289
624	424
625	283
626	8
627	1
628	161
629	277
630	40
631	412
632	385
633	287
634	310
635	447
636	194
637	434
638	406
639	77
640	321
641	164
642	26
643	215
644	398
645	403
646	440
647	44
648	96
649	335
650	386
651	142
652	270
653	127
654	191
655	454
656	160
657	210
658	253
659	254
660	200
661	58
662	126
663	334
664	6
665	143
666	432
667	331
668	56
669	395
670	377
671	162
672	125
673	373
674	264
675	423
676	369
677	58
678	377
679	60
680	282
681	7
682	214
683	62
684	128
685	146
686	93
687	469
688	154
689	392
690	278
691	245
692	322
693	137
694	275
695	54
696	59
697	294
698	381
699	246
700	188
701	228
702	378
703	195
704	17
705	314
706	252
707	63
708	437
709	326
710	143
711	326
712	298
713	89
714	425
715	344
716	278
717	275
718	228
719	3
720	389
721	165
722	117
723	228
724	398
725	337
726	318
727	201
728	32
729	81
730	440
731	48
732	164
733	462
734	293
735	208
736	108
737	6
738	186
739	454
740	161
741	74
742	443
743	469
744	391
745	111
746	360
747	147
748	36
749	424
750	450
751	278
752	361
753	88
754	48
755	243
756	156
757	317
758	269
759	144
760	238
761	228
762	28
763	16
764	205
765	4
766	105
767	306
768	263
769	456
770	250
771	350
772	277
773	200
774	92
775	376
776	403
777	258
778	60
779	159
780	169
781	168
782	359
783	274
784	106
785	106
786	404
787	271
788	14
789	421
790	337
791	165
792	12
793	2
794	31
795	383
796	424
797	240
798	69
799	149
800	192
801	369
802	403
803	322
804	439
805	421
806	339
807	456
808	187
809	111
810	150
811	60
812	391
813	270
814	307
815	78
816	248
817	336
818	275
819	86
820	388
821	457
822	355
823	438
824	52
825	455
826	142
827	53
828	239
829	467
830	12
831	161
832	208
833	459
834	59
835	209
836	35
837	250
838	86
839	200
840	439
841	128
842	241
843	264
844	14
845	60
846	274
847	313
848	295
849	35
850	4
851	100
852	400
853	144
854	177
855	111
856	96
857	233
858	272
859	246
860	371
861	110
862	105
863	36
864	100
865	161
866	303
867	180
868	375
869	388
870	268
871	279
872	229
873	247
874	413
875	327
876	212
877	379
878	294
879	371
880	177
881	344
882	420
883	108
884	337
885	279
886	266
887	379
888	366
889	76
890	241
891	109
892	319
893	86
894	275
895	286
896	311
897	341
898	132
899	382
900	440
901	3
902	354
903	156
904	213
905	280
906	469
907	179
908	274
909	297
910	222
911	425
912	114
913	319
914	224
915	269
916	327
917	214
918	347
919	3
920	275
921	4
922	412
923	324
924	172
925	277
926	415
927	319
928	16
929	89
930	124
931	410
932	89
933	212
934	436
935	129
936	52
937	253
938	97
939	365
940	307
941	225
942	410
943	165
944	134
945	179
946	332
947	398
948	268
949	249
950	112
951	456
952	440
953	114
954	373
955	252
956	469
957	83
958	35
959	1
960	26
961	96
962	191
963	40
964	117
965	334
966	337
967	469
968	18
969	163
970	178
971	189
972	43
973	96
974	214
975	217
976	193
977	200
978	379
979	89
980	290
981	169
982	454
983	378
984	327
985	61
986	97
987	456
988	318
989	443
990	269
991	111
992	308
993	165
994	456
995	50
996	326
997	65
998	339
999	293
1000	323
1001	227
1002	80
1003	211
1004	278
1005	302
1006	313
1007	143
1008	189
1009	88
1010	301
1011	395
1012	272
1013	290
1014	264
1015	107
1016	16
1017	125
1018	274
1019	257
1020	139
1021	449
1022	253
1023	193
1024	378
1025	416
1026	14
1027	254
1028	326
1029	243
1030	59
1031	412
1032	304
1033	43
1034	161
1035	119
1036	224
1037	227
1038	354
1039	455
1040	4
1041	306
1042	363
1043	15
1044	296
1045	133
1046	408
1047	210
1048	144
1049	31
1050	81
1051	355
1052	351
1053	61
1054	333
1055	212
1056	90
1057	308
1058	65
1059	236
1060	127
1061	275
1062	306
1063	140
1064	241
1065	156
1066	71
1067	84
1068	313
1069	119
1070	360
1071	256
1072	407
1073	318
1074	192
1075	305
1076	58
1077	59
