2280,8458
3349,10037
5037,11319
8196,8926
2330,3026
10950,6696
3392,7228
1037,6487
275,4914
7394,12045
12852,529
300,11770
6154,10343
5888,9754
5217,8547
11003,11595
11719,2717
6852,11515
11608,9236
10585,8838
6857,12216
2710,8096
11429,7138
5518,10671
10995,2881
11661,7357
10341,1660
3383,11961
1638,10682
5051,6300
10081,9699
184,8670
4165,10168
10080,8263
10489,9377
4327,9242
9319,9902
11096,6591
3986,10272
2215,10661
12368,9706
3497,6204
3294,7113
389,10887
11877,9549
7163,11252
12763,9494
4207,5841
7005,10627
7137,8446
2065,11441
11774,328
866,1050
4996,7972
11407,2043
3186,11387
11315,11547
12040,9987
4086,11153
7218,11399
9269,10877
10019,6619
11342,132
8620,8792
3158,11653
6839,7022
4224,10157
12201,10755
10833,1528
9815,11960
4925,10650
12785,3140
7020,12234
12638,1736
1471,9111
11921,9552
1053,10255
1242,10100
4800,5140
7716,11496
1481,5235
528,1629
10795,11793
7436,10894
4622,10015
12532,4768
12081,10018
6957,11606
2132,4573
5814,10750
4224,10177
10743,12125
11377,4391
7273,10218
6677,10621
11119,4665
3748,10237
2132,4565
3839,4914
11852,86
4577,4684
2800,9352
1083,2093
583,2159
5907,8202
4132,12911
2641,6944
2899,7473
10953,9766
5990,8325
4132,12910
2262,10162
6980,7075
6633,8923
1565,4194
4902,6867
10019,6604
1220,10100
6464,7572
3634,7807
1942,11358
12879,5808
4829,5927
11115,5767
8785,12535
4106,12956
2044,4305
5858,10374
10871,26
1671,2127
12891,11525
472,4253
9548,11410
3631,12239
1933,7569
4934,6532
237,6861
11251,9996
3631,12238
10668,2326
10170,6834
12532,4772
1105,5587
1749,10867
10863,12031
10141,9978
6709,11672
12129,790
2416,10681
3292,9718
6495,7702
4934,6546
6116,10936
12912,12266
5691,5800
3012,7586
3952,7268
3491,12518
10169,8205
4298,4983
11822,8814
1169,3259
12876,5502
528,1647
3580,6639
12533,9416
4356,11543
9031,11508
1869,10102
11449,9714
12595,4925
5506,11979
20,8725
3811,7324
3178,9098
1860,9278
11315,11558
10011,1361
18,7817
10735,60
7273,10270
10548,10064
